ダウンロードした時刻：2018/06/07 20:55:29

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
2001/12/17,7.5,8,1,56,8,1
2001/12/18,7.1,8,1,42,8,1
2001/12/19,7.0,8,1,41,8,1
2001/12/20,6.9,8,1,46,8,1
2001/12/21,4.4,8,1,68,8,1
2001/12/22,6.8,8,1,57,8,1
2001/12/23,6.7,8,1,36,8,1
2001/12/24,6.7,8,1,51,8,1
2001/12/25,6.1,8,1,64,8,1
2001/12/26,7.8,8,1,43,8,1
2001/12/27,6.0,8,1,51,8,1
2001/12/28,6.1,8,1,51,8,1
2001/12/29,5.8,8,1,57,8,1
2001/12/30,8.3,8,1,44,8,1
2001/12/31,6.0,8,1,38,8,1
2002/12/1,9.5,8,1,87,8,1
2002/12/2,10.5,8,1,73,8,1
2002/12/3,10.1,8,1,68,8,1
2002/12/4,9.5,8,1,91,8,1
2002/12/5,13.1,8,1,82,8,1
2002/12/6,11.3,8,1,64,8,1
2002/12/7,6.0,8,1,85,8,1
2002/12/8,5.7,8,1,80,8,1
2002/12/9,1.2,8,1,95,8,1
2002/12/10,3.8,8,1,86,8,1
2002/12/11,5.0,8,1,63,8,1
2002/12/12,4.9,8,1,66,8,1
2002/12/13,5.0,8,1,55,8,1
2002/12/14,4.2,8,1,54,8,1
2002/12/15,5.4,8,1,64,8,1
2002/12/16,10.5,8,1,71,8,1
2002/12/17,11.3,8,1,53,8,1
2002/12/18,6.7,8,1,64,8,1
2002/12/19,8.4,8,1,73,8,1
2002/12/20,8.2,8,1,59,8,1
2002/12/21,4.6,8,1,85,8,1
2002/12/22,6.6,8,1,82,8,1
2002/12/23,6.0,8,1,64,8,1
2002/12/24,5.8,8,1,80,8,1
2002/12/25,7.9,8,1,73,8,1
2002/12/26,5.8,8,1,37,8,1
2002/12/27,4.0,8,1,39,8,1
2002/12/28,3.0,8,1,57,8,1
2002/12/29,5.0,8,1,51,8,1
2002/12/30,5.2,8,1,51,8,1
2002/12/31,5.0,8,1,66,8,1
2003/12/1,13.1,8,1,91,8,1
2003/12/2,13.6,8,1,62,8,1
2003/12/3,11.0,8,1,62,8,1
2003/12/4,10.6,8,1,57,8,1
2003/12/5,7.3,8,1,69,8,1
2003/12/6,12.1,8,1,80,8,1
2003/12/7,12.3,8,1,58,8,1
2003/12/8,9.5,8,1,57,8,1
2003/12/9,9.5,8,1,43,8,1
2003/12/10,7.6,8,1,52,8,1
2003/12/11,5.7,8,1,80,8,1
2003/12/12,7.7,8,1,91,8,1
2003/12/13,10.0,8,1,49,8,1
2003/12/14,9.1,8,1,48,8,1
2003/12/15,9.0,8,1,65,8,1
2003/12/16,8.6,8,1,48,8,1
2003/12/17,5.6,8,1,75,8,1
2003/12/18,8.4,8,1,51,8,1
2003/12/19,9.1,8,1,49,8,1
2003/12/20,5.9,8,1,41,8,1
2003/12/21,6.8,8,1,44,8,1
2003/12/22,7.4,8,1,61,8,1
2003/12/23,10.2,8,1,62,8,1
2003/12/24,9.9,8,1,60,8,1
2003/12/25,11.2,8,1,59,8,1
2003/12/26,10.0,8,1,59,8,1
2003/12/27,4.1,8,1,60,8,1
2003/12/28,6.0,8,1,45,8,1
2003/12/29,8.9,8,1,56,8,1
2003/12/30,9.5,8,1,46,8,1
2003/12/31,8.1,8,1,60,8,1
2004/12/1,11.0,8,1,55,8,1
2004/12/2,11.7,8,1,45,8,1
2004/12/3,10.8,8,1,59,8,1
2004/12/4,11.4,8,1,67,8,1
2004/12/5,19.0,8,1,62,8,1
2004/12/6,11.6,8,1,42,8,1
2004/12/7,12.3,8,1,63,8,1
2004/12/8,12.2,8,1,61,8,1
2004/12/9,10.1,8,1,70,8,1
2004/12/10,11.8,8,1,74,8,1
2004/12/11,12.4,8,1,67,8,1
2004/12/12,8.2,8,1,75,8,1
2004/12/13,11.8,8,1,58,8,1
2004/12/14,9.2,8,1,57,8,1
2004/12/15,9.5,8,1,70,8,1
2004/12/16,12.7,8,1,60,8,1
2004/12/17,10.2,8,1,38,8,1
2004/12/18,10.0,8,1,60,8,1
2004/12/19,9.6,8,1,61,8,1
2004/12/20,10.0,8,1,76,8,1
2004/12/21,10.7,8,1,39,8,1
2004/12/22,8.9,8,1,43,8,1
2004/12/23,7.7,8,1,37,8,1
2004/12/24,7.2,8,1,46,8,1
2004/12/25,7.6,8,1,59,8,1
2004/12/26,7.0,8,1,59,8,1
2004/12/27,7.0,8,1,52,8,1
2004/12/28,6.9,8,1,46,8,1
