ダウンロードした時刻：2018/06/07 20:54:28

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
2001/9/1,24.1,8,1,68,8,1
2001/9/2,24.0,8,1,70,8,1
2001/9/3,22.4,8,1,86,8,1
2001/9/4,21.4,8,1,88,8,1
2001/9/5,22.0,8,1,73,8,1
2001/9/6,22.3,8,1,73,8,1
2001/9/7,23.5,8,1,74,8,1
2001/9/8,24.8,8,1,83,8,1
2001/9/9,26.5,8,1,87,8,1
2001/9/10,26.4,8,1,89,8,1
2001/9/11,25.8,8,1,86,8,1
2001/9/12,27.1,8,1,71,8,1
2001/9/13,23.3,8,1,87,8,1
2001/9/14,24.4,8,1,87,8,1
2001/9/15,25.4,8,1,85,8,1
2001/9/16,24.4,8,1,88,8,1
2001/9/17,23.4,8,1,78,8,1
2001/9/18,26.4,8,1,77,8,1
2001/9/19,25.5,8,1,75,8,1
2001/9/20,20.5,8,1,85,8,1
2001/9/21,18.3,8,1,89,8,1
2001/9/22,14.9,8,1,65,8,1
2001/9/23,16.3,8,1,64,8,1
2001/9/24,18.7,8,1,66,8,1
2001/9/25,19.9,8,1,64,8,1
2001/9/26,21.2,8,1,68,8,1
2001/9/27,22.4,8,1,70,8,1
2001/9/28,21.2,8,1,67,8,1
2001/9/29,17.4,8,1,60,8,1
2001/9/30,18.8,8,1,74,8,1
2002/9/1,27.9,8,1,76,8,1
2002/9/2,28.5,8,1,76,8,1
2002/9/3,28.5,8,1,76,8,1
2002/9/4,28.5,8,1,77,8,1
2002/9/5,25.4,8,1,83,8,1
2002/9/6,23.5,8,1,92,8,1
2002/9/7,23.2,8,1,92,8,1
2002/9/8,23.1,8,1,89,8,1
2002/9/9,23.2,8,1,86,8,1
2002/9/10,23.6,8,1,83,8,1
2002/9/11,26.1,8,1,78,8,1
2002/9/12,27.7,8,1,75,8,1
2002/9/13,23.1,8,1,81,8,1
2002/9/14,18.7,8,1,85,8,1
2002/9/15,18.6,8,1,90,8,1
2002/9/16,19.2,8,1,92,8,1
2002/9/17,20.2,8,1,94,8,1
2002/9/18,22.6,8,1,72,8,1
2002/9/19,20.8,8,1,65,8,1
2002/9/20,20.8,8,1,69,8,1
2002/9/21,21.2,8,1,70,8,1
2002/9/22,19.8,8,1,85,8,1
2002/9/23,18.9,8,1,82,8,1
2002/9/24,19.9,8,1,64,8,1
2002/9/25,20.4,8,1,62,8,1
2002/9/26,19.2,8,1,66,8,1
2002/9/27,17.6,8,1,79,8,1
2002/9/28,17.8,8,1,93,8,1
