ダウンロードした時刻：2018/06/07 20:53:07

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1998/5/15,18.0,8,1,69,8,1
1998/5/16,20.6,8,1,63,8,1
1998/5/17,21.7,8,1,84,8,1
1998/5/18,23.1,8,1,82,8,1
1998/5/19,20.8,8,1,81,8,1
1998/5/20,22.0,8,1,64,8,1
1998/5/21,22.4,8,1,64,8,1
1998/5/22,21.7,8,1,67,8,1
1998/5/23,21.4,8,1,77,8,1
1998/5/24,22.0,8,1,80,8,1
1998/5/25,24.1,8,1,82,8,1
1998/5/26,15.1,8,1,92,8,1
1998/5/27,18.1,8,1,81,8,1
1998/5/28,20.3,8,1,68,8,1
1998/5/29,20.2,8,1,93,8,1
1998/5/30,22.2,8,1,84,8,1
1998/5/31,22.1,8,1,60,8,1
1999/5/1,16.1,8,1,60,8,1
1999/5/2,17.9,8,1,60,8,1
1999/5/3,17.5,8,1,74,8,1
1999/5/4,17.8,8,1,86,8,1
1999/5/5,20.7,8,1,60,8,1
1999/5/6,18.1,8,1,60,8,1
1999/5/7,20.1,8,1,56,8,1
1999/5/8,21.0,8,1,68,8,1
1999/5/9,20.2,8,1,80,8,1
1999/5/10,20.3,8,1,73,8,1
1999/5/11,17.0,8,1,78,8,1
1999/5/12,19.3,8,1,66,8,1
1999/5/13,20.8,8,1,74,8,1
1999/5/14,19.6,8,1,70,8,1
1999/5/15,17.6,8,1,72,8,1
1999/5/16,16.0,8,1,88,8,1
1999/5/17,17.7,8,1,67,8,1
1999/5/18,18.6,8,1,65,8,1
1999/5/19,19.4,8,1,90,8,1
1999/5/20,21.7,8,1,72,8,1
1999/5/21,21.8,8,1,58,8,1
1999/5/22,21.2,8,1,62,8,1
1999/5/23,21.8,8,1,68,8,1
1999/5/24,18.8,8,1,87,8,1
1999/5/25,23.6,8,1,70,8,1
1999/5/26,20.3,8,1,73,8,1
1999/5/27,22.8,8,1,82,8,1
1999/5/28,20.6,8,1,85,8,1
1999/5/29,19.5,8,1,75,8,1
1999/5/30,20.2,8,1,63,8,1
1999/5/31,20.3,8,1,68,8,1
2000/5/1,17.6,8,1,72,8,1
2000/5/2,18.0,8,1,79,8,1
2000/5/3,17.8,8,1,75,8,1
2000/5/4,16.3,8,1,68,8,1
2000/5/5,15.9,8,1,66,8,1
2000/5/6,15.3,8,1,79,8,1
2000/5/7,18.8,8,1,80,8,1
2000/5/8,20.2,8,1,73,8,1
2000/5/9,19.4,8,1,70,8,1
2000/5/10,16.2,8,1,74,8,1
2000/5/11,15.0,8,1,89,8,1
2000/5/12,17.7,8,1,92,8,1
2000/5/13,18.7,8,1,94,8,1
2000/5/14,19.7,8,1,85,8,1
2000/5/15,18.9,8,1,81,8,1
2000/5/16,19.3,8,1,72,8,1
2000/5/17,17.0,8,1,89,8,1
2000/5/18,16.1,8,1,88,8,1
2000/5/19,16.9,8,1,79,8,1
2000/5/20,15.8,8,1,96,8,1
2000/5/21,16.8,8,1,88,8,1
2000/5/22,19.4,8,1,77,8,1
2000/5/23,22.0,8,1,78,8,1
2000/5/24,21.6,8,1,75,8,1
2000/5/25,19.2,8,1,73,8,1
2000/5/26,21.2,8,1,76,8,1
2000/5/27,22.4,8,1,79,8,1
2000/5/28,23.5,8,1,84,8,1
2000/5/29,23.9,8,1,63,8,1
2000/5/30,22.9,8,1,74,8,1
2000/5/31,21.4,8,1,83,8,1
2001/5/1,11.4,8,1,75,8,1
2001/5/2,12.5,8,1,79,8,1
2001/5/3,11.4,8,1,84,8,1
2001/5/4,13.6,8,1,70,8,1
2001/5/5,15.8,8,1,74,8,1
2001/5/6,18.4,8,1,73,8,1
2001/5/7,19.8,8,1,72,8,1
2001/5/8,18.8,8,1,89,8,1
2001/5/9,18.1,8,1,87,8,1
2001/5/10,17.9,8,1,86,8,1
2001/5/11,18.2,8,1,71,8,1
2001/5/12,18.3,8,1,65,8,1
2001/5/13,19.4,8,1,68,8,1
2001/5/14,20.5,8,1,64,8,1
2001/5/15,21.6,8,1,71,8,1
2001/5/16,19.8,8,1,90,8,1
2001/5/17,18.7,8,1,52,8,1
2001/5/18,20.1,8,1,64,8,1
2001/5/19,21.3,8,1,67,8,1
2001/5/20,21.4,8,1,75,8,1
2001/5/21,21.9,8,1,77,8,1
2001/5/22,20.6,8,1,85,8,1
2001/5/23,19.2,8,1,94,8,1
2001/5/24,19.4,8,1,94,8,1
2001/5/25,20.4,8,1,81,8,1
2001/5/26,22.5,8,1,77,8,1
2001/5/27,18.6,8,1,89,8,1
2001/5/28,19.2,8,1,76,8,1
2001/5/29,20.1,8,1,76,8,1
2001/5/30,20.9,8,1,78,8,1
2001/5/31,21.1,8,1,89,8,1
2002/5/1,18.1,8,1,83,8,1
2002/5/2,16.6,8,1,58,8,1
2002/5/3,18.1,8,1,64,8,1
2002/5/4,19.9,8,1,71,8,1
2002/5/5,21.8,8,1,76,8,1
2002/5/6,15.9,8,1,51,8,1
2002/5/7,14.0,8,1,88,8,1
2002/5/8,18.1,8,1,86,8,1
2002/5/9,14.2,8,1,82,8,1
2002/5/10,13.6,8,1,91,8,1
2002/5/11,15.0,8,1,88,8,1
2002/5/12,15.8,8,1,79,8,1
2002/5/13,14.4,8,1,82,8,1
2002/5/14,18.2,8,1,77,8,1
2002/5/15,18.3,8,1,70,8,1
2002/5/16,14.3,8,1,77,8,1
2002/5/17,13.9,8,1,87,8,1
2002/5/18,15.3,8,1,92,8,1
2002/5/19,19.0,8,1,79,8,1
2002/5/20,15.4,8,1,80,8,1
2002/5/21,17.4,8,1,77,8,1
2002/5/22,19.7,8,1,72,8,1
2002/5/23,19.7,8,1,79,8,1
2002/5/24,20.6,8,1,61,8,1
2002/5/25,21.2,8,1,51,8,1
2002/5/26,19.7,8,1,58,8,1
2002/5/27,19.0,8,1,71,8,1
2002/5/28,19.2,8,1,66,8,1
2002/5/29,20.0,8,1,72,8,1
2002/5/30,22.0,8,1,74,8,1
2002/5/31,21.0,8,1,73,8,1
2003/5/1,14.4,8,1,45,8,1
2003/5/2,17.1,8,1,68,8,1
2003/5/3,19.7,8,1,78,8,1
2003/5/4,19.8,8,1,83,8,1
2003/5/5,18.7,8,1,72,8,1
2003/5/6,19.1,8,1,76,8,1
2003/5/7,22.1,8,1,79,8,1
2003/5/8,20.2,8,1,86,8,1
2003/5/9,13.3,8,1,53,8,1
2003/5/10,15.3,8,1,57,8,1
2003/5/11,17.8,8,1,64,8,1
2003/5/12,17.4,8,1,81,8,1
2003/5/13,19.1,8,1,74,8,1
2003/5/14,19.9,8,1,70,8,1
2003/5/15,16.6,8,1,93,8,1
2003/5/16,16.3,8,1,84,8,1
2003/5/17,15.4,8,1,78,8,1
2003/5/18,16.1,8,1,79,8,1
2003/5/19,16.3,8,1,90,8,1
2003/5/20,17.6,8,1,87,8,1
2003/5/21,18.8,8,1,72,8,1
2003/5/22,18.5,8,1,76,8,1
2003/5/23,17.1,8,1,77,8,1
2003/5/24,18.2,8,1,72,8,1
2003/5/25,17.0,8,1,75,8,1
2003/5/26,17.5,8,1,76,8,1
2003/5/27,18.9,8,1,81,8,1
2003/5/28,21.0,8,1,73,8,1
2003/5/29,21.8,8,1,64,8,1
2003/5/30,22.1,8,1,60,8,1
2003/5/31,21.4,8,1,84,8,1
2004/5/1,17.4,8,1,61,8,1
2004/5/2,12.3,8,1,65,8,1
2004/5/3,15.5,8,1,77,8,1
